paper_id,title,year,field,citations,authors,journal_impact,country,open_access
P0354,A Study of Sociology Trends 31,2011,Sociology,3.0,4,14.53,Brazil,True
P0355,A Study of Physics Trends 16,2023,Physics,1.0,10,10.08,Japan,False
P0356,Advances in Physics 31,2010,Physics,20.0,10,,China,False
P0357,A Review of Sociology Literature 82,2014,Sociology,0.0,9,6.16,UK,True
P0358,Empirical Analysis of Sociology 9,2014,Sociology,17.0,3,2.05,Brazil,True
P0359,The Future of Biology 64,2017,Biology,56.0,5,10.49,Brazil,True
P0360,Experimental Biology 3,2021,Biology,17.0,6,7.55,Japan,False
P0361,Experimental Economics 74,2018,Economics,9.0,6,13.34,Brazil,False
P0362,New Methods in Economics 92,2019,Economics,20.0,9,6.85,France,True
P0363,Impact of Economics on Society 38,2018,Economics,12.0,8,3.25,Germany,True
P0364,A Review of Biology Literature 1,2015,Biology,15.0,8,1.02,USA,True
P0365,Challenges in Sociology 31,2016,Sociology,56.0,2,0.87,USA,False
P0366,A Review of Economics Literature 24,2020,Economics,9.0,7,14.95,Brazil,False
P0367,The Future of Physics 68,2012,Physics,,10,3.96,Australia,True
P0368,Challenges in Biology 9,2015,Biology,47.0,5,6.14,Japan,False
P0369,Experimental Economics 70,2017,Economics,4.0,8,11.99,China,True
P0370,Experimental Physics 65,2015,Physics,1.0,3,9.83,Japan,True
P0371,Experimental Economics 3,2022,Economics,2.0,3,7.75,Canada,True
P0372,A Review of Computer Science Literature 61,2013,Computer Science,0.0,6,14.49,Brazil,True
P0373,Advances in Sociology 82,2012,Sociology,1.0,7,12.27,UK,False
P0374,A Review of Sociology Literature 48,2022,Sociology,22.0,10,14.52,USA,False
P0375,A Study of Economics Trends 96,2016,Economics,1.0,10,0.74,France,False
P0376,Advances in Computer Science 46,2010,Computer Science,7.0,7,5.42,Japan,True
P0377,The Future of Economics 45,2013,Economics,37.0,2,5.4,Brazil,False
P0378,New Methods in Chemistry 94,2013,Chemistry,0.0,2,10.95,France,True
P0379,The Future of Chemistry 99,2021,Chemistry,33.0,3,6.38,UK,False
P0380,Challenges in Sociology 18,2012,Sociology,6.0,6,3.57,USA,False
P0381,Advances in Medicine 46,2013,Medicine,2.0,4,9.98,UK,False
P0382,Experimental Chemistry 44,2021,Chemistry,23.0,6,8.09,India,False
P0383,Impact of Chemistry on Society 100,2010,Chemistry,19.0,6,,Japan,False
P0384,Empirical Analysis of Economics 90,2019,Economics,41.0,5,13.12,Australia,True
P0385,Empirical Analysis of Biology 81,2018,Biology,26.0,5,,USA,True
P0386,Impact of Biology on Society 18,2012,Biology,32.0,10,11.25,India,True
P0387,The Future of Computer Science 92,2011,Computer Science,,7,3.88,France,True
P0388,Empirical Analysis of Biology 5,2015,Biology,3.0,5,1.54,China,True
P0389,A Study of Physics Trends 26,2021,Physics,27.0,8,,Australia,False
P0390,Advances in Medicine 26,2020,Medicine,32.0,6,7.59,Australia,True
P0391,Advances in Chemistry 41,2022,Chemistry,93.0,10,0.78,Brazil,True
P0392,A Study of Medicine Trends 66,2010,Medicine,10.0,9,13.65,Australia,False
P0393,A Review of Physics Literature 70,2016,Physics,9.0,8,9.47,China,False
P0394,Empirical Analysis of Chemistry 33,2020,Chemistry,29.0,7,4.02,France,True
P0395,Advances in Computer Science 97,2014,Computer Science,8.0,3,9.91,Japan,True
P0396,New Methods in Physics 37,2022,Physics,53.0,3,0.71,Japan,False
P0397,Challenges in Physics 100,2018,Physics,39.0,1,9.67,Australia,False
P0398,Advances in Medicine 84,2019,Medicine,11.0,3,13.62,Germany,False
P0399,Challenges in Economics 35,2010,Economics,27.0,4,12.4,Canada,False
P0400,The Future of Medicine 48,2019,Medicine,28.0,5,1.91,Brazil,True
P0401,A Review of Sociology Literature 52,2010,Sociology,2.0,2,,China,True
P0402,Empirical Analysis of Medicine 50,2020,Medicine,,4,12.61,UK,False
P0403,Challenges in Biology 24,2011,Biology,14.0,3,1.43,France,True
P0404,Empirical Analysis of Physics 89,2020,Physics,,7,12.35,Brazil,True
P0405,Empirical Analysis of Medicine 48,2023,Medicine,7.0,2,2.16,Australia,False
P0406,Experimental Physics 35,2010,Physics,45.0,2,9.13,China,True
P0407,The Future of Sociology 94,2010,Sociology,9.0,2,9.43,France,False
P0408,A Review of Biology Literature 11,2021,Biology,0.0,8,1.42,India,False
P0409,A Review of Physics Literature 78,2011,Physics,9800.0,9,3.44,UK,True
P0410,Impact of Medicine on Society 70,2016,Medicine,1.0,1,,Germany,True
P0411,A Study of Physics Trends 42,2017,Physics,7.0,1,12.62,Canada,True
P0412,The Future of Chemistry 11,2016,Chemistry,59.0,7,11.2,Canada,True
P0413,Challenges in Sociology 85,2011,Sociology,60.0,9,,UK,True
P0414,A Study of Biology Trends 40,2018,Biology,17.0,2,2.25,UK,True
P0415,Empirical Analysis of Economics 78,2014,Economics,19.0,2,10.42,USA,True
P0416,A Review of Physics Literature 22,2017,Physics,11.0,5,8.42,Canada,False
P0417,Empirical Analysis of Medicine 45,2021,Medicine,6.0,10,5.16,Germany,False
P0418,Empirical Analysis of Biology 6,2012,Biology,7.0,3,14.49,India,True
P0419,Challenges in Medicine 79,2013,Medicine,22.0,2,3.59,China,True
P0420,A Review of Medicine Literature 36,2021,Medicine,27.0,7,,India,True
P0421,Advances in Physics 10,2020,Physics,31.0,5,3.01,UK,True
P0422,A Review of Medicine Literature 47,2020,Medicine,,4,1.42,France,True
P0423,Experimental Physics 96,2010,Physics,1.0,4,4.47,Brazil,True
P0424,Impact of Economics on Society 4,2014,Economics,13.0,5,,Canada,False
P0425,Impact of Chemistry on Society 78,2016,Chemistry,1.0,8,2.94,Australia,True
P0426,Empirical Analysis of Medicine 5,2020,Medicine,15.0,3,5.86,Brazil,True
P0427,Impact of Medicine on Society 9,2011,Medicine,11.0,3,2.89,Brazil,True
P0428,New Methods in Medicine 100,2020,Medicine,43.0,9,4.03,Canada,False
P0429,Challenges in Computer Science 47,2018,Computer Science,8.0,3,8.94,Japan,False
P0430,A Review of Computer Science Literature 73,2014,Computer Science,2.0,1,2.43,Australia,True
P0431,Advances in Biology 78,2019,Biology,3.0,1,11.97,India,False
P0432,Impact of Chemistry on Society 87,2019,Chemistry,28.0,6,9.67,Canada,True
P0433,Empirical Analysis of Chemistry 48,2021,Chemistry,19.0,6,5.95,India,True
P0434,Challenges in Computer Science 57,2012,Computer Science,2.0,8,2.79,India,False
P0435,The Future of Biology 74,2016,Biology,1.0,8,13.25,Canada,True
P0436,Impact of Computer Science on Society 68,2023,Computer Science,24.0,9,1.67,Germany,False
P0437,Challenges in Economics 51,2011,Economics,1.0,5,0.6,Germany,False
P0438,Challenges in Biology 84,2018,Biology,34.0,9,13.93,Brazil,True
P0439,A Study of Chemistry Trends 32,2021,Chemistry,24.0,8,10.75,Germany,False
P0440,The Future of Chemistry 4,2019,Chemistry,1.0,3,9.11,India,False
P0441,Impact of Computer Science on Society 64,2011,Computer Science,1.0,9,4.61,India,False
P0442,Experimental Economics 50,2014,Economics,86.0,3,10.56,Germany,True
P0443,Experimental Computer Science 16,2011,Computer Science,9.0,10,11.99,Brazil,True
P0444,A Study of Sociology Trends 100,2022,Sociology,9.0,10,7.4,Brazil,True
P0445,A Study of Physics Trends 91,2011,Physics,33.0,8,2.34,UK,True
P0446,Empirical Analysis of Physics 28,2017,Physics,58.0,10,2.57,China,True
P0447,A Study of Economics Trends 89,2013,Economics,85.0,7,4.43,India,True
P0448,Empirical Analysis of Medicine 26,2019,Medicine,27.0,9,7.03,India,True
P0449,The Future of Medicine 18,2013,Medicine,9.0,9,3.97,USA,False
P0450,The Future of Physics 58,2022,Physics,1.0,5,,Germany,True
P0451,Impact of Physics on Society 92,2014,Physics,30.0,6,10.53,Brazil,True
P0452,Empirical Analysis of Medicine 12,2023,Medicine,16.0,8,9.15,France,True
P0453,Challenges in Biology 86,2018,Biology,11.0,9,10.9,UK,False
P0454,Challenges in Medicine 91,2013,Medicine,47.0,4,9.37,Australia,False
P0455,The Future of Computer Science 71,2015,Computer Science,2.0,2,1.78,Canada,True
P0456,Experimental Biology 38,2021,Biology,13.0,8,12.48,UK,False
P0457,A Study of Computer Science Trends 21,2016,Computer Science,0.0,5,4.87,UK,True
P0458,Impact of Physics on Society 47,2014,Physics,12.0,6,6.57,France,False
P0459,Experimental Biology 29,2012,Biology,1.0,7,8.59,Australia,False
P0460,The Future of Computer Science 26,2010,Computer Science,2.0,5,3.28,Japan,False
P0461,Impact of Computer Science on Society 31,2018,Computer Science,2.0,3,14.81,USA,True
P0462,Empirical Analysis of Biology 4,2017,Biology,20.0,5,14.66,Brazil,False
P0463,Challenges in Economics 71,2013,Economics,27.0,1,9.47,Germany,False
P0464,Challenges in Sociology 60,2021,Sociology,17.0,1,13.01,UK,True
P0465,Experimental Medicine 17,2017,Medicine,65.0,9,14.81,France,False
P0466,The Future of Chemistry 9,2015,Chemistry,9.0,3,7.86,Japan,False
P0467,A Study of Computer Science Trends 51,2013,Computer Science,6.0,6,7.23,France,True
P0468,Empirical Analysis of Medicine 68,2010,Medicine,40.0,5,9.58,Japan,True
P0469,A Review of Sociology Literature 99,2010,Sociology,5.0,8,3.52,Japan,True
P0470,A Review of Chemistry Literature 74,2020,Chemistry,,9,1.27,India,False
P0471,The Future of Medicine 17,2011,Medicine,,1,,USA,True
P0472,Challenges in Physics 83,2011,Physics,70.0,8,2.66,Germany,False
P0473,The Future of Chemistry 58,2023,Chemistry,0.0,8,12.73,Germany,True
P0474,Empirical Analysis of Sociology 88,2019,Sociology,44.0,5,13.72,Australia,False
P0475,Experimental Medicine 45,2020,Medicine,15.0,1,7.71,Canada,True
P0476,Impact of Computer Science on Society 100,2017,Computer Science,99.0,7,2.82,USA,False
P0477,Experimental Chemistry 82,2012,Chemistry,1.0,5,13.88,Japan,False
P0478,Impact of Physics on Society 99,2011,Physics,16.0,10,1.28,Japan,False
P0479,Impact of Biology on Society 56,2022,Biology,69.0,4,5.78,China,True
P0480,Experimental Computer Science 8,2018,Computer Science,14.0,1,3.54,Germany,True
P0481,The Future of Physics 67,2011,Physics,19.0,9,4.15,India,True
P0482,Impact of Physics on Society 39,2021,Physics,23.0,6,9.44,USA,False
P0483,Impact of Chemistry on Society 21,2021,Chemistry,12.0,4,13.41,UK,True
P0484,Challenges in Medicine 91,2011,Medicine,19.0,7,7.07,Brazil,True
P0485,New Methods in Biology 45,2014,Biology,17.0,9,2.01,France,False
P0486,Experimental Computer Science 37,2020,Computer Science,46.0,7,1.26,UK,True
P0487,The Future of Computer Science 33,2013,Computer Science,0.0,7,8.29,USA,False
P0488,New Methods in Medicine 82,2017,Medicine,6.0,4,,Canada,True
P0489,Experimental Biology 36,2014,Biology,60.0,3,,India,False
P0490,Impact of Chemistry on Society 81,2014,Chemistry,44.0,7,7.97,Australia,False
P0491,A Study of Computer Science Trends 79,2017,Computer Science,12.0,7,1.53,Japan,False
P0492,Experimental Biology 12,2010,Biology,19.0,4,3.91,Australia,True
P0493,Experimental Chemistry 83,2011,Chemistry,6.0,5,6.95,India,True
P0494,Impact of Chemistry on Society 76,2023,Chemistry,4.0,2,8.91,France,False
P0495,Impact of Sociology on Society 22,2012,Sociology,12.0,7,6.58,Canada,True
P0496,Challenges in Computer Science 73,2023,Computer Science,8.0,4,11.33,India,True
P0497,Advances in Medicine 4,2010,Medicine,17.0,9,13.53,Australia,False
P0498,The Future of Economics 6,2023,Economics,1.0,10,3.84,Germany,True
P0499,A Study of Computer Science Trends 84,2014,Computer Science,73.0,5,2.1,Germany,False
P0500,New Methods in Sociology 99,2015,Sociology,85.0,5,3.8,Brazil,True
P0501,A Review of Physics Literature 80,2022,Physics,23.0,9,3.94,India,True
P0502,Advances in Physics 64,2020,Physics,15.0,5,6.48,India,True
P0503,Experimental Chemistry 38,2015,Chemistry,7.0,7,3.4,India,False
P0504,A Study of Economics Trends 62,2016,Economics,33.0,4,,Germany,False
P0505,New Methods in Sociology 88,2021,Sociology,23.0,2,1.57,France,True
P0506,A Review of Computer Science Literature 39,2011,Computer Science,3.0,3,8.98,UK,False
P0507,Empirical Analysis of Physics 10,2011,Physics,48.0,3,1.29,Australia,False
P0508,Advances in Physics 21,2023,Physics,34.0,5,6.82,Australia,False
P0509,Empirical Analysis of Computer Science 54,2022,Computer Science,59.0,2,3.63,Canada,True
P0510,Empirical Analysis of Sociology 60,2010,Sociology,25.0,8,,Canada,True
P0511,New Methods in Biology 44,2010,Biology,,10,3.08,China,True
P0512,Impact of Chemistry on Society 41,2023,Chemistry,10.0,8,,Canada,False
P0513,Challenges in Computer Science 94,2012,Computer Science,53.0,5,7.14,France,False
P0514,Challenges in Biology 52,2020,Biology,40.0,10,3.32,Brazil,True
P0515,Impact of Chemistry on Society 98,2020,Chemistry,0.0,8,5.7,USA,False
P0516,Challenges in Economics 66,2012,Economics,0.0,4,4.41,India,False
P0517,Experimental Medicine 14,2015,Medicine,9.0,6,5.37,Japan,False
P0518,Challenges in Chemistry 31,2015,Chemistry,33.0,1,0.97,UK,True
P0519,Empirical Analysis of Economics 16,2017,Economics,,3,,Germany,False
P0520,A Study of Medicine Trends 58,2019,Medicine,3.0,1,4.57,USA,True
P0521,New Methods in Physics 19,2014,Physics,18.0,9,2.11,Australia,True
P0522,The Future of Physics 7,2021,Physics,9.0,1,7.25,Japan,True
P0523,A Study of Physics Trends 50,2011,Physics,70.0,3,6.56,Brazil,True
P0524,A Review of Chemistry Literature 32,2015,Chemistry,36.0,2,11.52,UK,False
P0525,Impact of Biology on Society 42,2023,Biology,36.0,5,3.69,Brazil,False
P0526,Challenges in Medicine 25,2015,Medicine,12.0,5,4.78,UK,True
P0527,Impact of Physics on Society 64,2012,Physics,10.0,3,2.77,China,False
P0528,Experimental Sociology 60,2011,Sociology,6.0,8,12.02,Australia,True
P0529,Empirical Analysis of Computer Science 40,2016,Computer Science,1.0,1,14.32,Brazil,False
P0530,Empirical Analysis of Medicine 3,2016,Medicine,40.0,4,13.63,Australia,False
P0531,The Future of Medicine 51,2017,Medicine,33.0,2,8.88,USA,True
P0532,Experimental Biology 59,2014,Biology,163.0,3,8.51,Australia,False
P0533,New Methods in Economics 28,2023,Economics,113.0,1,3.83,Brazil,False
P0534,Challenges in Biology 7,2016,Biology,16.0,8,6.47,China,False
P0535,Advances in Physics 37,2021,Physics,29.0,4,8.07,India,False
P0536,Empirical Analysis of Computer Science 77,2023,Computer Science,57.0,6,13.0,Brazil,False
P0537,Empirical Analysis of Computer Science 37,2017,Computer Science,37.0,7,3.64,USA,False
P0538,Experimental Sociology 2,2022,Sociology,5.0,5,7.37,UK,True
P0539,The Future of Sociology 56,2016,Sociology,11.0,8,7.21,Brazil,False
P0540,Impact of Physics on Society 34,2020,Physics,2.0,6,,Germany,True
P0541,Challenges in Computer Science 98,2022,Computer Science,61.0,8,6.71,USA,False
P0542,A Review of Biology Literature 47,2012,Biology,18.0,1,13.15,Japan,False
P0543,Advances in Chemistry 52,2011,Chemistry,5.0,6,4.09,China,False
P0544,Advances in Biology 73,2012,Biology,22.0,2,6.8,China,True
P0545,Experimental Chemistry 25,2021,Chemistry,19.0,3,3.72,Australia,True
P0546,Challenges in Physics 71,2021,Physics,8.0,1,13.95,India,True
P0547,A Study of Computer Science Trends 10,2010,Computer Science,2.0,5,14.22,UK,True
P0548,A Review of Sociology Literature 65,2023,Sociology,22.0,7,13.75,Brazil,True
P0549,Empirical Analysis of Medicine 98,2012,Medicine,14.0,2,13.52,Australia,True
P0550,Experimental Sociology 36,2011,Sociology,29.0,9,6.56,France,True
P0551,The Future of Economics 17,2016,Economics,14.0,8,1.14,Canada,True
P0552,The Future of Medicine 51,2019,Medicine,38.0,3,14.87,Australia,False
P0553,Challenges in Chemistry 44,2017,Chemistry,16.0,4,11.14,USA,False
P0554,Experimental Biology 47,2022,Biology,16.0,5,7.81,India,True
P0555,Impact of Biology on Society 26,2019,Biology,41.0,7,6.67,USA,False
P0556,Experimental Sociology 52,2020,Sociology,10.0,1,6.22,France,True
P0557,Experimental Biology 6,2017,Biology,2.0,2,12.24,Canada,False
P0558,Advances in Sociology 5,2012,Sociology,0.0,4,10.6,Germany,False
P0559,Impact of Sociology on Society 92,2019,Sociology,28.0,7,1.92,Canada,True
P0560,Challenges in Biology 61,2016,Biology,19.0,8,7.68,USA,False
P0561,Experimental Economics 59,2022,Economics,15000.0,4,1.7,Brazil,True
P0562,Impact of Physics on Society 78,2015,Physics,4.0,1,11.42,France,True
P0563,Experimental Biology 18,2019,Biology,2.0,4,,Canada,True
P0564,Challenges in Chemistry 79,2010,Chemistry,0.0,8,6.4,Japan,False
P0565,Challenges in Computer Science 21,2023,Computer Science,8.0,2,3.66,UK,False
P0566,A Review of Sociology Literature 79,2020,Sociology,17.0,9,5.7,UK,True
P0567,A Study of Economics Trends 76,2023,Economics,9.0,4,3.97,UK,True
P0568,Challenges in Sociology 65,2021,Sociology,11.0,8,14.98,Brazil,False
P0569,Experimental Chemistry 69,2012,Chemistry,46.0,7,0.73,Germany,True
P0570,Empirical Analysis of Sociology 91,2017,Sociology,8.0,5,10.2,Japan,True
P0571,A Study of Chemistry Trends 61,2017,Chemistry,14.0,6,2.85,Germany,True
P0572,Advances in Sociology 48,2011,Sociology,30.0,3,7.16,Germany,True
P0573,Challenges in Biology 87,2016,Biology,10.0,1,8.77,Japan,False
P0574,The Future of Computer Science 54,2017,Computer Science,19.0,9,8.96,UK,True
P0575,A Study of Biology Trends 93,2010,Biology,39.0,9,14.66,Germany,False
P0576,Advances in Sociology 77,2011,Sociology,59.0,2,7.22,Japan,True
P0577,Empirical Analysis of Chemistry 34,2014,Chemistry,3.0,5,2.51,Canada,False
P0578,New Methods in Physics 93,2020,Physics,52.0,8,10.7,Germany,False
P0579,Advances in Economics 75,2015,Economics,13.0,5,3.18,USA,False
P0580,Empirical Analysis of Sociology 22,2010,Sociology,5.0,4,13.14,Australia,True
P0581,Experimental Physics 81,2021,Physics,,6,9.59,France,False
P0582,A Review of Sociology Literature 19,2023,Sociology,78.0,1,10.71,Germany,True
P0583,New Methods in Economics 5,2020,Economics,13.0,4,0.52,USA,False
P0584,The Future of Biology 25,2018,Biology,7.0,2,9.6,USA,True
P0585,Advances in Biology 57,2022,Biology,20.0,4,6.08,Japan,True
P0586,Challenges in Sociology 54,2021,Sociology,5.0,7,10.52,Canada,False
P0587,Impact of Economics on Society 53,2019,Economics,1.0,6,8.2,UK,False
P0588,New Methods in Computer Science 53,2021,Computer Science,2.0,1,4.8,France,False
P0589,Experimental Computer Science 100,2019,Computer Science,2.0,3,11.42,Germany,False
P0590,Empirical Analysis of Sociology 95,2013,Sociology,3.0,5,10.62,Canada,False
P0591,Advances in Sociology 91,2020,Sociology,2.0,10,9.38,France,True
P0592,Impact of Sociology on Society 67,2023,Sociology,20.0,2,8.84,Japan,True
P0593,New Methods in Biology 72,2015,Biology,4.0,7,3.5,Canada,False
P0594,Challenges in Biology 85,2018,Biology,8.0,4,10.43,UK,True
P0595,Empirical Analysis of Physics 68,2018,Physics,45.0,1,9.5,USA,False
P0596,A Review of Chemistry Literature 41,2021,Chemistry,12.0,1,5.37,China,True
P0597,Impact of Biology on Society 59,2021,Biology,22.0,10,14.02,China,False
P0598,Experimental Economics 44,2019,Economics,3.0,8,7.96,Australia,False
P0599,Experimental Computer Science 46,2011,Computer Science,4.0,10,13.7,Australia,True
P0600,A Study of Computer Science Trends 79,2016,Computer Science,0.0,3,5.78,China,False
P0601,Empirical Analysis of Sociology 25,2020,Sociology,3.0,6,1.25,India,True
P0602,New Methods in Physics 36,2021,Physics,6.0,2,6.05,Brazil,False
P0603,Experimental Sociology 39,2013,Sociology,3.0,4,7.25,Brazil,False
P0604,New Methods in Computer Science 39,2017,Computer Science,1.0,3,1.09,Canada,False
P0605,A Study of Computer Science Trends 91,2015,Computer Science,2.0,8,5.81,UK,False
P0606,New Methods in Chemistry 89,2020,Chemistry,12.0,2,9.9,Japan,True
P0607,Empirical Analysis of Medicine 41,2020,Medicine,4.0,10,10.72,USA,True
P0608,Empirical Analysis of Economics 45,2020,Economics,9.0,6,8.63,France,False
P0609,Experimental Chemistry 93,2016,Chemistry,14.0,1,11.72,India,True
P0610,A Study of Sociology Trends 37,2012,Sociology,23.0,1,2.51,Brazil,False
P0611,The Future of Medicine 74,2023,Medicine,0.0,6,5.36,Canada,False
P0612,Experimental Computer Science 49,2023,Computer Science,32.0,3,8.32,UK,True
P0613,A Review of Physics Literature 45,2018,Physics,19.0,9,9.91,India,True
P0614,Impact of Physics on Society 38,2019,Physics,1.0,2,11.19,USA,False
P0615,Advances in Computer Science 37,2010,Computer Science,41.0,3,11.41,Canada,False
P0616,The Future of Biology 45,2010,Biology,50.0,8,13.13,China,True
P0617,Empirical Analysis of Medicine 84,2020,Medicine,1.0,4,10.69,USA,True
P0618,A Study of Computer Science Trends 96,2012,Computer Science,6.0,6,11.42,Japan,True
P0619,Empirical Analysis of Physics 28,2018,Physics,32.0,9,11.53,Brazil,False
P0620,New Methods in Physics 69,2023,Physics,27.0,6,5.15,Australia,True
P0621,A Study of Medicine Trends 72,2017,Medicine,4.0,8,13.52,UK,False
P0622,A Study of Economics Trends 18,2023,Economics,4.0,4,7.8,China,True
P0623,The Future of Computer Science 79,2017,Computer Science,9.0,1,6.63,Brazil,True
P0624,New Methods in Chemistry 32,2023,Chemistry,13.0,7,1.29,Germany,False
P0625,Advances in Sociology 86,2012,Sociology,19.0,6,5.91,Japan,True
P0626,Experimental Computer Science 29,2011,Computer Science,9.0,3,7.06,Australia,False
P0627,New Methods in Economics 7,2022,Economics,12.0,5,,Canada,False
P0628,The Future of Medicine 53,2017,Medicine,27.0,1,12.53,India,False
P0629,Challenges in Medicine 92,2015,Medicine,0.0,8,7.32,UK,False
P0630,Empirical Analysis of Physics 13,2013,Physics,5.0,8,8.21,Brazil,False
P0631,Impact of Economics on Society 1,2015,Economics,24.0,9,12.47,China,False
P0632,Experimental Medicine 21,2014,Medicine,,5,13.54,Germany,True
P0633,A Review of Biology Literature 84,2010,Biology,14.0,9,7.05,France,False
P0634,Empirical Analysis of Computer Science 62,2018,Computer Science,15.0,8,5.84,Brazil,True
P0635,New Methods in Physics 97,2013,Physics,2.0,4,10.26,Germany,False
P0636,A Study of Chemistry Trends 42,2018,Chemistry,11.0,10,10.55,China,False
P0637,A Study of Economics Trends 83,2020,Economics,15.0,3,14.68,Brazil,True
P0638,Advances in Physics 99,2016,Physics,5.0,9,,Canada,True
P0639,The Future of Medicine 84,2016,Medicine,6.0,6,3.23,Brazil,False
P0640,New Methods in Sociology 69,2023,Sociology,9.0,6,13.32,India,False
P0641,Advances in Medicine 23,2013,Medicine,0.0,8,1.77,USA,True
P0642,A Review of Chemistry Literature 23,2011,Chemistry,7.0,5,6.16,USA,False
P0643,Advances in Chemistry 51,2017,Chemistry,4.0,10,3.09,India,True
P0644,Empirical Analysis of Chemistry 24,2017,Chemistry,7.0,9,14.39,Australia,True
P0645,A Study of Chemistry Trends 5,2022,Chemistry,2.0,3,1.62,Japan,True
P0646,Advances in Chemistry 39,2019,Chemistry,44.0,2,2.89,Germany,False
P0647,The Future of Biology 43,2017,Biology,18.0,9,2.12,USA,True
P0648,A Study of Computer Science Trends 59,2011,Computer Science,22.0,3,2.65,USA,True
P0649,Experimental Economics 68,2023,Economics,31.0,8,2.68,India,False
P0650,Empirical Analysis of Physics 18,2017,Physics,13.0,5,3.46,Japan,False
P0651,Experimental Chemistry 60,2017,Chemistry,1.0,5,14.31,Australia,False
P0652,A Study of Computer Science Trends 25,2015,Computer Science,15.0,9,0.83,Japan,True
P0653,The Future of Medicine 43,2011,Medicine,17.0,6,6.54,Canada,True
P0654,Impact of Computer Science on Society 94,2017,Computer Science,27.0,8,10.39,France,True
P0655,Empirical Analysis of Chemistry 83,2021,Chemistry,11.0,1,,China,False
P0656,A Study of Sociology Trends 92,2020,Sociology,2.0,9,7.37,Australia,False
P0657,Impact of Physics on Society 2,2010,Physics,6.0,7,6.59,Brazil,True
P0658,Challenges in Chemistry 38,2011,Chemistry,9.0,3,11.2,Japan,False
P0659,New Methods in Computer Science 23,2016,Computer Science,20.0,1,0.81,USA,False
P0660,A Review of Medicine Literature 55,2016,Medicine,16.0,10,3.24,Germany,False
P0661,Experimental Computer Science 42,2010,Computer Science,8.0,6,0.82,Brazil,True
P0662,The Future of Chemistry 52,2018,Chemistry,86.0,10,12.13,Australia,False
P0663,The Future of Economics 24,2018,Economics,18.0,4,,UK,False
P0664,Impact of Computer Science on Society 62,2010,Computer Science,5.0,6,,Japan,False
P0665,Challenges in Economics 32,2023,Economics,2.0,2,5.37,UK,True
P0666,Advances in Chemistry 34,2011,Chemistry,3.0,9,8.89,Canada,True
P0667,A Review of Computer Science Literature 31,2022,Computer Science,5.0,7,10.01,UK,True
P0668,Empirical Analysis of Medicine 97,2019,Medicine,3.0,4,11.91,Germany,True
P0669,A Study of Biology Trends 43,2019,Biology,4.0,9,,Brazil,True
P0670,A Study of Biology Trends 75,2020,Biology,6.0,8,10.15,Japan,True
P0671,Advances in Economics 34,2014,Economics,3.0,9,8.19,Canada,False
P0672,Challenges in Chemistry 89,2018,Chemistry,45.0,3,,China,True
P0673,New Methods in Economics 8,2018,Economics,1.0,10,7.14,Australia,True
P0674,The Future of Chemistry 60,2013,Chemistry,14.0,5,8.73,Brazil,True
P0675,A Study of Chemistry Trends 21,2020,Chemistry,10.0,6,13.53,France,False
P0676,A Review of Biology Literature 88,2020,Biology,80.0,7,4.94,France,False
P0677,Experimental Medicine 91,2017,Medicine,2.0,6,11.94,Japan,True
P0678,A Study of Medicine Trends 89,2015,Medicine,10.0,2,3.79,India,False
P0679,The Future of Computer Science 82,2015,Computer Science,69.0,2,5.89,Japan,False
P0680,A Study of Economics Trends 48,2023,Economics,40.0,9,4.68,China,False
P0681,New Methods in Medicine 29,2010,Medicine,33.0,2,12.76,France,False
P0682,Impact of Sociology on Society 62,2023,Sociology,5.0,1,2.65,France,False
P0683,Impact of Physics on Society 59,2013,Physics,,3,4.62,China,True
P0684,Challenges in Computer Science 54,2023,Computer Science,22.0,3,14.37,India,False
P0685,Experimental Computer Science 61,2017,Computer Science,53.0,1,9.47,Australia,True
P0686,Experimental Biology 86,2015,Biology,16.0,4,2.83,France,True
P0687,New Methods in Economics 98,2018,Economics,16.0,2,8.26,USA,True
P0688,New Methods in Sociology 88,2022,Sociology,6.0,8,3.14,Germany,True
P0689,The Future of Medicine 68,2019,Medicine,29.0,4,,USA,False
P0690,Empirical Analysis of Medicine 68,2019,Medicine,4.0,2,,Australia,True
P0691,Challenges in Chemistry 10,2017,Chemistry,7.0,1,13.62,India,False
P0692,The Future of Computer Science 8,2021,Computer Science,11.0,10,12.02,USA,True
P0693,Experimental Economics 65,2020,Economics,14.0,7,2.84,USA,False
P0694,New Methods in Economics 74,2015,Economics,5.0,8,2.2,Germany,True
P0695,Experimental Economics 20,2021,Economics,2.0,9,14.91,Canada,False
P0696,Impact of Chemistry on Society 42,2017,Chemistry,18.0,10,,Brazil,True
P0697,Experimental Biology 57,2011,Biology,6.0,10,6.89,India,True
P0698,The Future of Medicine 88,2011,Medicine,17.0,5,5.86,Canada,True
P0699,New Methods in Economics 92,2022,Economics,3.0,1,3.47,Brazil,True
P0700,Empirical Analysis of Sociology 12,2020,Sociology,13.0,6,10.75,UK,True
P0701,Experimental Sociology 58,2013,Sociology,15.0,4,10.15,UK,True
P0702,Advances in Chemistry 59,2010,Chemistry,1.0,10,14.68,Brazil,True
P0703,Impact of Biology on Society 66,2015,Biology,8.0,2,2.65,USA,False
P0704,A Review of Chemistry Literature 59,2015,Chemistry,,1,7.0,India,True
P0705,Advances in Physics 72,2023,Physics,1.0,4,14.64,UK,False
